held_out_city,model_a,model_b,truncation_lag_h,dm_stat,p_value,significant_at_05
Tashkent,idw_k5_p2,nearest_monitor,48,-3.013696447379637,0.0025890428602575177,True
Tashkent,idw_k5_p2,nearest_monitor,168,-2.412467447377008,0.01586758311425318,True
Tashkent,idw_k5_p2,nearest_monitor,336,-2.2959055305541405,0.02170733914791123,True
Tashkent,idw_k5_p2,ordinary_kriging,0,12.279710851028733,0.0,True
Tashkent,idw_k5_p2,ordinary_kriging,24,4.501702649274874,6.837729783271129e-06,True
Tashkent,idw_k5_p2,ordinary_kriging,48,3.5995251517634705,0.0003207511036524835,True
Tashkent,idw_k5_p2,ordinary_kriging,168,2.7069296101509677,0.006805460417616205,True
Tashkent,idw_k5_p2,ordinary_kriging,336,2.2642646519903886,0.023584825337739534,True
Tashkent,idw_k5_p2,training_pool_mean,0,0.9300064785251293,0.3523961395073152,False
Tashkent,idw_k5_p2,training_pool_mean,24,0.355230542254443,0.7224263664924222,False
Tashkent,idw_k5_p2,training_pool_mean,48,0.2963097854929931,0.7670013004971585,False
Tashkent,idw_k5_p2,training_pool_mean,168,0.2581179276259206,0.7963226180254861,False
Tashkent,idw_k5_p2,training_pool_mean,336,0.23081367256444016,0.817465534295156,False
Tashkent,nearest_monitor,ordinary_kriging,0,10.758511999301216,0.0,True
Tashkent,nearest_monitor,ordinary_kriging,24,5.8961333236510605,3.874184528740443e-09,True
Tashkent,nearest_monitor,ordinary_kriging,48,4.963685304621264,7.061455646883985e-07,True
Tashkent,nearest_monitor,ordinary_kriging,168,3.885545696127302,0.0001029343684155748,True
Tashkent,nearest_monitor,ordinary_kriging,336,3.3735048145639253,0.0007457448782324239,True
Tashkent,nearest_monitor,training_pool_mean,0,4.211864547145469,2.5608330096904552e-05,True
Tashkent,nearest_monitor,training_pool_mean,24,2.165273890717004,0.03039654454909546,True
Tashkent,nearest_monitor,training_pool_mean,48,1.8357826417288154,0.06642736369073377,False
Tashkent,nearest_monitor,training_pool_mean,168,1.57359892183606,0.11562023697311918,False
Tashkent,nearest_monitor,training_pool_mean,336,1.3695682701375549,0.17086062820189807,False
Tashkent,ordinary_kriging,training_pool_mean,0,-12.61482562214864,0.0,True
Tashkent,ordinary_kriging,training_pool_mean,24,-5.045662613538414,4.620267681776369e-07,True
Tashkent,ordinary_kriging,training_pool_mean,48,-4.367802149856227,1.2710459429854382e-05,True
Tashkent,ordinary_kriging,training_pool_mean,168,-3.8846675305856304,0.00010330640263145341,True
Tashkent,ordinary_kriging,training_pool_mean,336,-3.5214779449322378,0.00043156928290999375,True
